,labels,texts
45,sadness,"Then Chanticleer was very sorry, and cried bitterly; and all the beasts came and wept with him over poor Partlet."
46,neutral,"And six mice built a little hearse to carry her to her grave; and when it was ready they harnessed themselves before it, and Chanticleer drove them."
47,neutral,On the way they met the fox.
48,neutral,"""Where are you going, Chanticleer?"" said he."
49,neutral,"""To bury my Partlet,"" said the other."
50,neutral,"""May I go with you?"" said the fox."
51,neutral,"""Yes; but you must get up behind, or my horses will not be able to draw you."""
52,neutral,"Then the fox got up behind; and presently the wolf, the bear, the goat, and all the beasts of the wood, came and climbed upon the hearse."
53,neutral,So on they went till they came to a rapid stream.
54,neutral,"""How shall we get over?"" said Chanticleer."
55,neutral,"Then said a straw, ""I will lay myself across, and you may pass over upon me."""
56,neutral,"But as the mice were going over, the straw slipped away and fell into the water, and the six mice all fell in and were drowned."
57,neutral,What was to be done?
58,neutral,"Then a large log of wood came and said, ""I am big enough; I will lay myself across the stream, and you shall pass over upon me."""
59,neutral,"So he laid himself down; but they managed so clumsily, that the log of wood fell in and was carried away by the stream."
60,sadness,"Then a stone, who saw what had happened, came up and kindly offered to help poor Chanticleer by laying himself across the stream; and this time he got safely to the other side with the hearse, and managed to get Partlet out of it; but the fox and the other mourners, who were sitting behind, were too heavy, and fell back into the water and were all carried away by the stream and drowned."
61,neutral,"Thus Chanticleer was left alone with his dead Partlet; and having dug a grave for her, he laid her in it, and made a little hillock over her."
62,sadness,"Then he sat down by the grave, and wept and mourned, till at last he died too; and so all were dead."
0,neutral,"IT was terribly cold and nearly dark on the last evening of the old year, and the snow was falling fast."
1,sadness,"In the cold and the darkness, a poor little girl, with bare head and naked feet, roamed through the streets."
2,neutral,"It is true she had on a pair of slippers when she left home, but they were not of much use."
3,neutral,"They were very large, so large, indeed, that they had belonged to her mother, and the poor little creature had lost them in running across the street to avoid two carriages that were rolling along at a terrible rate."
4,neutral,"One of the slippers she could not find, and a boy seized upon the other and ran away with it, saying that he could use it as a cradle, when he had children of his own."
5,neutral,"So the little girl went on with her little naked feet, which were quite red and blue with the cold."
6,neutral,"In an old apron she carried a number of matches, and had a bundle of them in her hands."
7,sadness,"No one had bought anything of her the whole day, nor had any one given here even a penny."
8,sadness,"Shivering with cold and hunger, she crept along; poor little child, she looked the picture of misery."
9,neutral,"The snowflakes fell on her long, fair hair, which hung in curls on her shoulders, but she regarded them not."
10,neutral,"Lights were shining from every window, and there was a savory smell of roast goose, for it was New-year's eve- yes, she remembered that."
11,sadness,"In a corner, between two houses, one of which projected beyond the other, she sank down and huddled herself together."
12,fear,"She had drawn her little feet under her, but she could not keep off the cold; and she dared not go home, for she had sold no matches, and could not take home even a penny of money."
13,fear,"Her father would certainly beat her; besides, it was almost as cold at home as here, for they had only the roof to cover them, through which the wind howled, although the largest holes had been stopped up with straw and rags."
14,neutral,Her little hands were almost frozen with the cold.
15,neutral,"Ah! perhaps a burning match might be some good, if she could draw it from the bundle and strike it against the wall, just to warm her fingers."
16,neutral,"She drew one out-""scratch!"" how it sputtered as it burnt!"
17,neutral,"It gave a warm, bright light, like a little candle, as she held her hand over it."
18,joy,It was really a wonderful light.
19,joy,"It seemed to the little girl that she was sitting by a large iron stove, with polished brass feet and a brass ornament."
20,surprise,"How the fire burned! and seemed so beautifully warm that the child stretched out her feet as if to warm them, when, lo! the flame of the match went out, the stove vanished, and she had only the remains of the half-burnt match in her hand."
21,neutral,She rubbed another match on the wall.
22,neutral,"It burst into a flame, and where its light fell upon the wall it became as transparent as a veil, and she could see into the room."
23,neutral,"The table was covered with a snowy white table-cloth, on which stood a splendid dinner service, and a steaming roast goose, stuffed with apples and dried plums."
24,neutral,"And what was still more wonderful, the goose jumped down from the dish and waddled across the floor, with a knife and fork in its breast, to the little girl."
25,sadness,"Then the match went out, and there remained nothing but the thick, damp, cold wall before her."
26,joy,"She lighted another match, and then she found herself sitting under a beautiful Christmas-tree."
27,neutral,It was larger and more beautifully decorated than the one which she had seen through the glass door at the rich merchant's.
28,neutral,"Thousands of tapers were burning upon the green branches, and colored pictures, like those she had seen in the show-windows, looked down upon it all."
